CMTE_ID,CMTE_NM,CMTE_TP,CMTE_DSGN,CMTE_FILING_FREQ,TTL_RECEIPTS,TRANS_FROM_AFF,IND_ITEM_CONTRIB,IND_UNITEM_CONTRIB,IND_CONTRIB,POL_PTY_CONTRIB,OTHER_POL_CMTE_CONTRIB,CAND_CONTRIB,TTL_CONTRIB,TRANF_FROM_OTHER_AUTH_CMTE,LOANS_MADE_BY_CAND,ALL_OTHER_LOANS,TTL_LOANS,OFFSETS_TO_OP_EXPEND,OFFSETS_TO_FNDRSG,OFFSETS_TO_LEGAL_ACCTG,TTL_OFFSETS_TO_OP_EXPEND,OTHER_RECEIPTS,TTL_DISBURSEMENTS,TRANF_TO_OTHER_AUTH_CMTE,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,TTL_LOAN_REPAY,IND_REFUND,POL_PTY_CMTE_REFUND,OTHER_POL_CMTE_REFUND,TTL_CONTRIB_REFUND,OTHER_DISBURSEMENTS,SHARED_FED_OP_EXPEND,SHARED_NONFED_OP_EXPEND,SHARED_FED_ACTVY,SHARED_NONFED_ACTVY,FNDRSG_DISBURSEMENTS,EXEMPT_LEGAL_ACCTG_DISB,MAIL_PHONE_CAMPAIGNS,DIRECT_CAND_SUPPORT,COORD_EXPEND_BY_PTY_CMTE,LOAN_REPAY_TO_CAND,LOANS_MADE,IND_EXPEND,PTY_COORD_EXPEND,NONFED_SHARE_ALLOC_EXPEND,CONTRIB_TO_OTHER_CMTE,TTL_CONTRIB_TO_OTHER_CMTE,CVG_END_DT,OFFICE_SEGMENT,TOTAL_DEM_DISB,TOTAL_REP_DISB,IMBALANCE_SCORE,PTY_GROUP,CANDIDATE_DIRECT_RATE,NON_CANDIDATE_RATE,ATTACK_RATE,Q4_CONCENTRATION,MEGADONOR_RECEIPTS,MEGADONOR_DEPENDENCY,DEPENDENCY_CLASS,TOTAL_TRANS_AMT,TRANSACTION_COUNT,AVG_TRANSACTION_SIZE,EFFICIENCY_CLASS
C00819987,NEVADA FOR FREEDOM,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.59,0.0,0.0,0.0,0.0,0.0,389.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/22/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820001,CONSERVATIVES FOR A STRONGER AMERICA,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15347.77,0.0,0.0,0.0,0.0,0.0,15347.77,0.0,0.0,0.0,7345.27,0.0,0.0,0.0,05/10/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,7345.0,1.0,7345.0,MODERATE
C00820068,CONSERVATIVE ACTION FOR AMERICA PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100898.6,0.0,0.0,0.0,0.0,0.0,501404.3,400505.7,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820084,COMMON SENSE FOR CONNECTICUT,O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820175,OUR HUDSON PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14230.91,0.0,0.0,0.0,0.0,0.0,14230.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820233,FUTURE REPUBLCIAN LEADERSHIP PAC,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820241,FAMILIES UNITED FOR FREEDOM,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31970.22,0.0,0.0,0.0,0.0,0.0,31970.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820308,CONSERVATIVE AMERICANS PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44292.99,0.0,0.0,0.0,0.0,0.0,44292.99,0.0,0.0,0.0,41727.99,0.0,0.0,0.0,02/10/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,41727.0,1.0,41727.0,EFFICIENT
C00820357,JOBS & PROSPERITY PAC,O,U,Q,140000.0,0.0,140000.0,0.0,0.0,0.0,0.0,129184.1,0.0,0.0,0.0,0.0,0.0,13576.49,24392.39,0.0,0.0,0.0,108915.6,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,217830.0,1.0,REP,0.9999944911472736,5.508852726432423e-06,0,1.0,77958.0,0.7157691777992012,MEGADONOR_DEPENDENT,108915.0,2.0,54457.5,EFFICIENT
C00820423,RUNRONRUN,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00820522,FOR A BETTER ILLINOIS,O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00826966,ALASKA MARCH ON,O,U,Q,6628.13,0.0,6628.13,0.0,0.0,0.0,0.0,6623.77,0.0,0.0,0.0,0.0,0.0,132.37,136.73,0.0,0.0,0.0,2337.28,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,4636.0,0.0,1.0,DEM,0.9917510952902518,0.00824890470974815,0,0.5539257981018119,0.0,0.0,BROAD_BASED,2318.0,104.0,22.28846153846154,INEFFICIENT
C00827014,FAIRNESS FIRST,O,U,Q,36015.68,0.0,36015.68,0.0,0.0,0.0,0.0,34874.04,0.0,0.0,0.0,0.0,0.0,0.0,1141.64,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827030,CEDAR KEY PROGRESS,O,U,Q,461786.52,0.0,461785.9,0.0,0.0,0.0,0.0,448272.3,0.0,3506.0,0.0,0.0,0.0,0.0,13514.22,0.0,0.0,0.0,306800.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,135800.0,477800.0,0.5573663624511083,BIPARTISAN,1.0,0.0,0,0.8044328552803129,0.0,0.0,BROAD_BASED,306800.0,26.0,11800.0,EFFICIENT
C00827048,"AMERICAN RESOLVE PAC, INC.",O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827097,AMERICAN CITIZENS PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.99,0.0,0.0,0.0,0.0,0.0,2500.0,2247.01,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827113,RURAL AMERICA VOTES,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827188,SAVE AMERICA FUND,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827204,THE ROOSEVELT PAC,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827287,DAGA FEDERAL PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/31/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827360,BACK THE BLUE VICTORY FUND,O,U,T,50.0,0.0,50.0,0.0,0.0,0.0,0.0,140.18,0.0,0.0,0.0,0.0,0.0,0.0,-90.18,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827410,BLUEGRASS CONSERVATIVES PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/26/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827444,THE AMERICAN DREAM,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827501,SAFER CITIES USA ACTION FUND,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827535,OREGON FOR PROGRESS PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940.71,0.0,0.0,0.0,0.0,0.0,940.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07/18/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827543,NO LABELS 2024,O,U,T,2149475.49,0.0,2149460.49,0.0,0.0,0.0,0.0,2155646.24,0.0,36446.0,0.0,0.0,0.0,6170.75,0.0,0.0,0.0,352694.99,0.0,0.0,0.0,06/14/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,352694.0,1.0,352694.0,EFFICIENT
C00827550,ABC PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/22/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827576,WE'RE SICK OF IT,O,U,Q,321.14,0.0,321.14,0.0,0.0,0.0,0.0,315.14,0.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00827584,EVERY JOB IS ESSENTIAL PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00822775,BITCOIN FREEDOM PAC,O,U,Q,537287.14,0.0,151462.77,215000.0,0.0,0.0,0.0,506146.33,0.0,0.0,0.0,0.0,0.0,19449.42,50590.23,0.0,0.0,350000.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,1.0,,0.0,BROAD_BASED,350000.0,1.0,350000.0,EFFICIENT
C00822841,OHIO VOTERS,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/11/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00822866,MEGA RED PAC,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00822932,PROGRESSIVE ERA PAC,O,U,Q,2680084.32,0.0,0.0,0.0,0.0,0.0,0.0,2448518.8,0.0,0.0,0.0,0.0,0.0,25384.91,256950.43,52633.04,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823047,LYMEPAC,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823096,TRUE AMERICANS PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.38,0.0,0.0,0.0,0.0,0.0,255.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03/31/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823138,1912 PAC,O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823153,SHE BELIEVES PAC,O,U,A,938.0,0.0,938.0,0.0,0.0,0.0,0.0,5274.25,0.0,0.0,0.0,0.0,0.0,5216.26,880.01,30504.92,0.0,0.0,0.0,0.0,0.0,06/30/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823161,RURAL ALLIANCE OF CONSERVATIVES,O,B,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,04/13/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823187,TOGETHER WE WILL PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823203,CITIZENS FOR VIRGINIA,O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823237,MARIJUANA FOR AMERICA,O,U,T,38.4,0.0,38.4,0.0,0.0,0.0,0.0,2307.49,0.0,0.0,0.0,0.0,1000.0,2269.09,0.0,0.0,0.0,0.0,0.0,0.0,1307.49,03/31/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00823344,53 PEAKS,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61756.29,0.0,0.0,0.0,0.0,0.0,61756.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/12/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786095,CLEVELAND FOR ALL,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8311.19,0.0,0.0,0.0,0.0,0.0,17910.84,9599.65,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786111,OKLAHOMANS FOR LAW AND ORDER,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14975.0,0.0,0.0,0.0,0.0,0.0,14975.0,0.0,0.0,0.0,14975.0,0.0,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,1.0,,0.0,BROAD_BASED,14975.0,1.0,14975.0,EFFICIENT
C00786145,PATRIOT GUN COALITION,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12/27/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786152,ALABAMA CONSERVATIVES FUND,O,U,Q,20191.34,0.0,0.0,0.0,0.0,0.0,0.0,54413.23,0.0,0.0,0.0,0.0,0.0,127977.1,93755.21,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786269,A BETTER ORLANDO PAC,O,U,Q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9000.0,-9000.0,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786293,FREEDOM'S ACTION PAC,O,U,T,1022.92,0.0,4.17,0.0,0.0,0.0,0.0,3985.51,0.0,0.0,0.0,0.0,0.0,2962.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786517,NORTHWEST OHIO FREEDOM FUND PAC,O,U,T,35000.0,0.0,35000.0,0.0,0.0,0.0,0.0,39433.05,0.0,0.0,0.0,0.0,0.0,4433.05,0.0,0.0,0.0,2672.59,36755.46,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,73508.0,1.0,REP,1.0,0.0,0,0.06777253589002181,0.0,0.0,BROAD_BASED,39426.0,5.0,7885.2,MODERATE
C00786624,DEMOCRACY PAC II,O,U,Q,1515613.62,0.0,0.0,0.0,0.0,0.0,0.0,13853210.8,0.0,0.0,0.0,0.0,0.0,138352394.89,126014797.71,0.0,0.0,7053000.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.0,,0.0,BROAD_BASED,6823000.0,9.0,758111.1111111111,EFFICIENT
C00786897,"THENEWINTERNETPAC, INC.",O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00786970,NO MO PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787085,"CRYPTOPAC, INC.",O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787150,KEEP THE SENATE,O,U,T,5755.47,0.0,5755.47,0.0,0.0,0.0,0.0,6935.29,0.0,0.0,0.0,0.0,0.0,11262.63,10082.81,0.0,0.0,0.0,845.45,0.0,0.0,11/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787168,ELECT BLACK VOICES,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787176,ELECT LATINO VOICES,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787184,DIVERSITY MATTERS,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787242,KEEP THE HOUSE PAC,O,U,T,1575.4,0.0,1575.4,0.0,0.0,0.0,0.0,1851.86,0.0,0.0,0.0,0.0,0.0,428.9,152.44,0.0,0.0,0.0,410.02,0.0,0.0,11/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787283,AMERICANS FOR COMMON GROUND,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28518.16,0.0,0.0,0.0,0.0,0.0,28518.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/11/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787382,COALITION OF MINORITY BUSINESS OWNERS,O,U,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00787432,ALL FOR OUR COUNTRY,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120822.5,0.0,0.0,0.0,0.0,0.0,120822.5,0.0,0.0,0.0,113327.5,0.0,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.00023824860801044764,,0.0,BROAD_BASED,113327.0,4.0,28331.75,EFFICIENT
C00631986,I LOVE AMERICA SUPER PAC,O,U,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00632109,FIRST STATE STRONG FEC,O,U,Q,213970.88,0.0,213960.0,0.0,0.0,0.0,0.0,200109.24,0.0,0.0,0.0,0.0,0.0,33128.13,46989.77,0.0,0.0,0.0,150865.65,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,10000.0,0.0,1.0,DEM,0.9999758062885753,2.4193711424702613e-05,0,0.033142872293884476,0.0,0.0,BROAD_BASED,150862.0,8.0,18857.75,EFFICIENT
C00825539,MOMS FOR SAFE STREETS,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01/22/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00825570,1636 PAC,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,06/30/2023,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00825703,FFPA,O,U,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00825802,JUSTICE & SAFETY ALLIANCE,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14975.0,0.0,0.0,0.0,0.0,0.0,14975.0,0.0,0.0,0.0,9967.5,0.0,0.0,0.0,11/25/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,0.0,0.0,,NON_PARTISAN,1.0,0.0,0,0.09702016654961372,,0.0,BROAD_BASED,9967.0,2.0,4983.5,MODERATE
C00825828,WE WILL DEFEND THIS ACTION,O,U,T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09/30/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
C00825836,FIGHT CORPORATE MONOPOLIES PAC,O,U,Q,104.52,0.0,0.0,0.0,0.0,0.0,0.0,1793.44,0.0,0.0,0.0,0.0,0.0,8962.33,7273.41,0.0,0.0,0.0,0.0,0.0,0.0,12/31/2024,,,,,,,,,,,,,,,,,,,,,,,,OTHER,,,,,0.0,0.0,0,0.0,,0.0,BROAD_BASED,0.0,0.0,0.0,INEFFICIENT
