CMTE_ID,CMTE_NM,CMTE_TP,TTL_RECEIPTS,TTL_DISBURSEMENTS,OFFICE_SEGMENT,TOTAL_DEM_DISB,TOTAL_REP_DISB,IMBALANCE_SCORE,PTY_GROUP
C00672139,CONSERVATION OHIO,O,330249.77,313301.73,OTHER,5724.0,0.0,1.0,DEM
C00674218,MIDDLE CLASS PAC,O,,,OTHER,,,,
C00674291,HONOR AND PRINCIPLES PAC,O,,,OTHER,,,,
C00674424,CITIZENS AGAINST TYRANNY IN AMERICA,O,0.0,0.0,OTHER,,,,
C00675397,A STRONGER TEXAS FUND,O,0.0,2384.0,OTHER,4768.0,0.0,1.0,DEM
C00675447,NEW MEXICO STRONG FUND,O,0.0,700.0,OTHER,1400.0,0.0,1.0,DEM
C00676700,CITIZENS FOR A STRONGER NEW JERSEY,O,0.0,0.0,OTHER,,,,
C00676718,ASSOCIATION FOR POLICE OFFICERS,O,0.0,0.0,OTHER,,,,
C00677948,KING'S LIST,O,0.0,0.0,OTHER,,,,
C00678003,WISCONSIN FIRST PAC,O,0.0,0.0,OTHER,,,,
C00679159,CLEAN UP CONGRESS PAC,O,1300.0,0.0,OTHER,,,,
C00679316,COMMITTEE TO BUILD THE ECONOMY,O,0.0,48879.02,OTHER,97746.0,0.0,1.0,DEM
C00679423,BLUE ORGANIZING PROJECT,O,0.0,0.0,OTHER,,,,
C00680223,AMERICAN VALUES COMMITTEE,O,180.0,0.0,OTHER,,,,
C00680314,C3 PAC,O,55139.6,0.0,OTHER,,,,
C00680447,VISION BLUE PAC,O,0.0,0.0,OTHER,,,,
C00681221,ECONOMIC JUSTICE FOR ALL,O,1681134.96,0.0,OTHER,,,,
C00681320,CALIFORNIA JUSTICE PAC,O,3530.0,0.0,OTHER,,,,
C00681478,FIRST FOR AMERICA,O,270000.0,264000.0,OTHER,0.0,528000.0,1.0,REP
C00682559,PROTECTING OUR CONSTITUTION,O,0.0,0.0,OTHER,,,,
C00682633,THE NEW AMERICAN POPULIST PAC,O,25000.0,0.0,OTHER,,,,
C00682898,AMERICAN UPRISING 2020,O,0.0,0.0,OTHER,,,,
C00682930,HIP HOP SUPER PAC,O,0.0,0.0,OTHER,,,,
C00682971,DEMOCRATIC TOMORROW,O,773.92,0.0,OTHER,970.0,0.0,1.0,DEM
C00683599,CHANGE NOW,O,,,OTHER,,,,
C00683649,"MIND THE GAP, INC",O,4174839.98,0.0,OTHER,,,,
C00684001,UNITE U.S. AGAIN INC.,O,,,OTHER,,,,
C00685289,NEVADA ADVOCATES FOR PLANNED PARENTHOOD AFFILIATES PAC (NAPPA PAC),O,826000.12,865721.68,OTHER,1052396.0,719536.0,0.18785145253881075,BIPARTISAN
C00685982,UNITED VETERANS ALLIANCE OF AMERICA PAC,O,700994.88,174828.46,OTHER,203398.0,204194.0,0.001952933325482345,BIPARTISAN
C00686337,CALIFORNIA MODERATE VOICES,O,0.0,0.0,OTHER,,,,
C00686352,DEMOCRATIC FRONTLINE,O,785.0,0.0,OTHER,,,,
C00686477,NOSOTROS PAC,O,1307.12,0.0,OTHER,,,,
C00687327,AMERICAN FREEDOM AND OPPORTUNITY PAC,O,6000.0,1500.0,OTHER,0.0,3000.0,1.0,REP
C00687491,PLANNED PARENTHOOD ADVOCACY PROJECT LOS ANGELES COUNTY ACTION FUND,O,952665.69,1841.84,OTHER,4394.0,0.0,1.0,DEM
C00687533,MISSOURI DEMOCRACY PROJECT PAC,O,207516.45,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00687541,WE BELIEVE WE VOTE,O,,,OTHER,,,,
C00687657,AMERICAN PRO-ISRAEL PAC,O,,,OTHER,,,,
C00688358,GOOD GOVERNMNENT,O,0.0,0.0,OTHER,,,,
C00688432,PLANNED PARENTHOOD ACTION FUND OF THE PACIFIC SOUTHWEST PAC,O,533083.31,251.89,OTHER,6894.0,0.0,1.0,DEM
C00688580,TERM LIMITS ACTION,O,1118847.79,589941.0,OTHER,450358.0,743522.0,0.24555566723623815,BIPARTISAN
C00688655,EVERYTOWN FOR GUN SAFETY VICTORY FUND (EVERYTOWN VICTORY FUND),O,23210400.63,9298927.91,OTHER,8003008.0,10949974.0,0.15548824981736384,BIPARTISAN
C00689745,MAKE THE ROAD ACTION INDEPENDENT EXPENDITURE COMMITTEE,O,767391.27,440775.53,OTHER,2011518.0,0.0,1.0,DEM
C00690776,MICHIGAN LIBERATION ACTION FUND,O,119885.0,15192.51,OTHER,13516.0,0.0,1.0,DEM
C00690800,"RESTORE AMERICA'S PROSPERITY, INC.",O,0.0,0.0,OTHER,,,,
C00692129,TEA PARTY PAC,O,134135.07,2322.21,OTHER,0.0,4782.0,1.0,REP
C00692970,UFCW LOCAL 227 WORKING FAMILIES FUND,O,36000.0,0.0,OTHER,,,,
C00692988,ALL FOR OUR COUNTRY VICTORY FUND,O,0.0,0.0,OTHER,,,,
C00693184,COMMITTEE FOR AN OPEN UNION,U,,,OTHER,,,,
C00694695,FIGHTING FOR KANSAS PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00694836,RETAKE THE HOUSE,O,,,OTHER,,,,
C00696112,PROTECT AMERICAN VALUES PAC,O,18382.8,6500.0,OTHER,0.0,13000.0,1.0,REP
C00696211,BATTLE FOR AMERICA PAC,O,4285.0,0.0,OTHER,,,,
C00697466,AMERICANS FOR NATURAL PRODUCTS,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00697755,VIRGINIA PLUS PAC,O,1507825.01,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00698928,PA ACCOUNTABILITY PROJECT,O,0.0,0.0,OTHER,,,,
C00699041,DEFEAT I.O. PAC,U,0.0,0.0,OTHER,,,,
C00700518,OUR COLORADO PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00701888,UNITE THE COUNTRY,O,7045395.35,3797221.39,OTHER,7665230.0,410000.0,0.8984549046900212,DEM
C00702324,CONSERVATIVES FOR A BETTER NORTH CAROLINA,O,0.0,0.0,OTHER,,,,
C00703827,DELIVERING WISCONSIN,O,3475.0,3202.75,OTHER,0.0,6404.0,1.0,REP
C00705384,AMERICA GREAT PAC,O,826165.35,0.0,OTHER,,,,
C00706929,HELP AMERICA VOTE,O,0.0,0.0,OTHER,,,,
C00707356,CRYPTO AND DATA CENTER PAC,O,0.0,0.0,OTHER,,,,
C00708644,"BLACK BEAR PAC, INC.",O,10482354.83,0.0,OTHER,0.0,70000.0,1.0,REP
C00710160,AMERICAN ALLIANCE FOR DISABLED CHILDREN PAC,O,3462681.74,50000.0,OTHER,0.0,100000.0,1.0,REP
C00710178,HONORING AMERICAN LAW ENFORCEMENT PAC,O,1759210.66,86000.0,OTHER,24000.0,148000.0,0.7209302325581395,BIPARTISAN
C00710616,AMERICA UNITED,O,0.0,0.0,OTHER,,,,
C00715904,"VOTE PLANNED PARENTHOOD NORTHERN CALIFORNIA, A PROJECT OF PLANNED PARENTHOOD NORTHERN CALIFORNIA ACTION FUND",O,,,OTHER,,,,
C00716555,SPANKTHEELEPHANTPAC.COM,O,0.0,0.0,OTHER,,,,
C00717421,GRIT PAC,O,0.0,0.0,OTHER,,,,
C00717629,OUR SHARED VALUES PAC,O,0.0,0.0,OTHER,,,,
C00717710,JUST GOOD GOVERNMENT PAC,O,36500.0,9162.73,OTHER,18324.0,0.0,1.0,DEM
C00717918,FLIP THE SENATE PAC,O,368.86,0.0,SEN,,,,
C00718841,RIGHT WOMEN PAC,O,0.25,0.0,OTHER,,,,
C00718916,REINVESTING IN AMERICA 2020,O,0.0,0.0,OTHER,,,,
C00720540,STAND AMERICA PAC,O,97397.24,51764.97,OTHER,0.0,103524.0,1.0,REP
C00720649,REFORM LEADERS PAC,O,60399.88,512676.8,OTHER,2440.0,1020752.0,0.9952306116545087,REP
C00720938,WOMEN WIN,O,55.82,0.0,OTHER,,,,
C00721969,ALLIANCE FOR A GREATER MINNESOTA,O,0.0,0.0,OTHER,,,,
C00722025,SEAL PAC USA,O,411830.0,155750.0,OTHER,0.0,311500.0,1.0,REP
C00722306,ENOUGH IS ENOUGH VOTER PROJECT,O,2251.15,0.0,OTHER,,,,
C00722322,FAITH PAC,O,0.0,0.0,OTHER,,,,
C00722371,ENERGY SECURITY PAC,O,0.0,0.0,OTHER,,,,
C00723528,"AMERICAN INDIGENOUS INDIAN, ABORIGINAL CALFORNIANS INDEPENDENT ORGINAL CALIFORNIANS",O,0.0,0.0,OTHER,,,,
C00723544,A UNITED HOUSTON,O,0.0,0.0,OTHER,,,,
C00725317,BETTER FUTURE MI FUND,O,0.0,0.0,OTHER,,,,
C00727834,ARIZONA LEADERSHIP ALLIANCE,O,775.0,0.0,OTHER,,,,
C00728352,DREAM DEFENDERS FIGHT PAC,O,1494.65,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00728386,DEFEATING COMMUNISM PAC,O,148064.29,29416.21,HOU,0.0,58832.0,1.0,REP
C00731067,"GTTOUCAN, LLC",O,888.0,0.0,OTHER,,,,
C00731109,VOTE LIBERATION,O,0.0,0.0,OTHER,,,,
C00731273,RURAL AMERICA PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00731372,VOTE NURSES VALUES POLITICAL ACTION COMMITTEE: CALIFORNIA NURSES ASSOCIATION,O,6020000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00733915,MICHIGAN PEOPLES CHOICE,O,273414.0,411247.69,OTHER,822486.0,0.0,1.0,DEM
C00733972,CHRISTIANS FOR AMERICA,O,0.0,0.0,OTHER,,,,
C00735571,TEXANS COMING TOGETHER,O,0.0,0.0,OTHER,,,,
C00735670,REPUBLIC RENEWAL,O,312020.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00735696,"RIGHT FOR ALABAMA PAC, INC",O,0.0,0.0,OTHER,,,,
C00735894,VALOR PROJECT,O,145850.0,0.0,OTHER,,,,
C00736744,AMERICAN FREEDOM FUND,O,0.0,0.0,OTHER,,,,
C00736751,FAITH AND POWER PAC,O,13606.8,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00737296,AMERICAN DIGNITY PAC,O,,,OTHER,,,,
C00737304,"PEOPLE AGAINST SCHOOL SHOOTINGS DBA PARENTS AGAINST SCHOOL SHOOTINGS, POLICE AGAINST SCHOOL SHOOTINGS, POLITICIANS AGAINST SCHOOL SHOOTINGS, PASS LAWS, PASSLAWS.ORG, PASSLAWS",O,1712.85,0.0,OTHER,,,,
C00738674,REPRODUCTIVE FREEDOM FOR ALL FREEDOM FUND,O,2762180.0,2638037.61,OTHER,3340028.0,1991212.0,0.2530023034040861,BIPARTISAN
C00738732,CLEAN WAVE,O,301362.0,184550.56,OTHER,494226.0,0.0,1.0,DEM
C00739771,UNITE TO WIN,O,358500.0,322115.22,OTHER,644220.0,0.0,1.0,DEM
C00740134,AX FED PAC,O,1000.0,0.0,OTHER,,,,
C00740209,DISARM THE DEEP STATE,O,0.0,0.0,OTHER,,,,
C00740217,OHIO REPUBLICAN PAC,O,17400.0,531.06,OTHER,0.0,0.0,,NON_PARTISAN
C00740225,NRDC ACTION VOTES,O,5005267.79,4404837.76,OTHER,0.0,8589672.0,1.0,REP
C00740274,"NH FREEDOM FUND, INC.",O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00741348,AMERICANS FOR PROGRESSIVE ACTION USA,O,,,OTHER,,,,
C00742494,KEEP KENTUCKY GREAT,O,11000.0,0.0,OTHER,,,,
C00742635,GUN RIGHTS AMERICA,O,168659.36,119912.59,OTHER,106718.0,159520.0,0.1983263095425897,BIPARTISAN
C00742759,WORKING AMERICA PAC,O,10118.06,0.0,OTHER,,,,
C00743963,ELECT HONEST LEADERSHIP PAC,O,400.0,0.0,OTHER,,,,
C00743989,"GOD, GUNS, LIFE PAC",O,2025.0,0.0,OTHER,,,,
C00744185,NUESTRO PAC,O,493457.51,326389.3,OTHER,918016.0,0.0,1.0,DEM
C00745315,LIBERTY PAC; THE,O,0.0,0.0,OTHER,,,,
C00745745,IN UNION USA,O,6890000.0,2061874.95,OTHER,2227298.0,1745144.0,0.12137471107193006,BIPARTISAN
C00746784,BLUEPRINT FOR PROGRESS,O,0.0,0.0,OTHER,,,,
C00746867,COMMITTEE FOR ADVANCING FREEDOM,O,10500.0,0.0,OTHER,,,,
C00747097,JUST THE TRUTH POLITICAL ACTION COMMITTEE,O,662030.0,621000.0,OTHER,6250.0,1235750.0,0.9899355877616747,REP
C00747121,RED SENATE,O,3761224.37,2881703.92,OTHER,4265074.0,2378784.0,0.2839148579033447,BIPARTISAN
C00748301,BLOC PAC,O,67607.76,76580.01,OTHER,153156.0,0.0,1.0,DEM
C00748319,MAKE OKLAHOMA GREAT AGAIN PAC,O,0.0,0.0,OTHER,,,,
C00748475,CONSERVATIVE OUTSIDER PAC INC,O,5259175.0,5156563.81,OTHER,0.0,6052788.0,1.0,REP
C00748582,REALLY AMERICAN PAC,O,198834.59,21500.0,OTHER,0.0,43000.0,1.0,REP
C00748608,THE UNITED PEACE PAC,U,0.0,0.0,OTHER,,,,
C00748772,GENERATION ACTION FUND,O,1650.0,0.0,OTHER,,,,
C00748798,CENTER FOR ESSENTIAL INFORMATION,O,0.0,0.0,OTHER,,,,
C00749671,CITIZENS FOR FREE ENTERPRISE,O,15120645.43,0.0,OTHER,0.0,1273.0,1.0,REP
C00750174,PLAINS PAC,O,11000.0,0.0,OTHER,,,,
C00750182,"OPPORTUNITY MATTERS FUND, INC.",O,178098.28,1047773.7,OTHER,0.0,2095534.0,1.0,REP
C00750224,CONCERNED AMERICANS FOR AMERICA,O,491618.0,486241.33,OTHER,0.0,990746.0,1.0,REP
C00751032,JOBS FOR OUR FUTURE PAC,O,0.0,0.0,OTHER,,,,
C00751495,ATU ACTION FUND,O,3600000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00751503,NEW LEADERSHIP PAC,O,93438.49,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00752469,THE SOUTHERN STRATEGY,O,7184.0,0.0,OTHER,,,,
C00752691,ONE FOR ALL COMMITTEE,O,20890969.07,16350507.1,OTHER,32700948.0,0.0,1.0,DEM
C00752808,ELEVENTHREE,O,0.0,0.0,OTHER,,,,
C00752840,MAGGPAC,O,0.0,0.0,OTHER,,,,
C00752931,WHAT DO YOU HAVE TO LOSE 2024,O,0.0,0.0,OTHER,,,,
C00754051,WORKERS VOTE,O,27552767.88,9322389.74,OTHER,17584572.0,2062328.0,0.7900607220477531,BIPARTISAN
C00754192,ORANGE COUNTY PAC,O,832946.47,244660.9,OTHER,508444.0,0.0,1.0,DEM
C00754218,TEXAS ALLIANCE FOR LIFE FED PAC,O,31544.15,44914.14,OTHER,75108.0,14586.0,0.6747608535688006,BIPARTISAN
C00755231,"OPERATION RESTORE MILITARY HONOR AND VALOR, INC.",O,0.0,0.0,OTHER,,,,
C00755363,VOTE FOR EQUALITY,O,453285.96,204286.31,OTHER,407790.0,0.0,1.0,DEM
C00755629,STOP SOCIALISM NOW PAC,O,0.0,0.0,OTHER,,,,
C00755694,UNITED WOMEN'S HEALTH ALLIANCE PAC,O,221244.98,0.0,OTHER,,,,
C00756569,WORKER POWER PAC,O,12056955.79,2804390.03,OTHER,5608484.0,0.0,1.0,DEM
C00756593,DAGA INDIVIDUAL PAC,O,770529.0,0.0,OTHER,,,,
C00756635,AMERICANS FOR DECENCY AND DEMOCRACY,O,7361.14,0.0,OTHER,,,,
C00756643,HEROES PAC INC.,O,4523.1,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00756684,"USA VOTE FOR FREEDOM ORGANIZATION SUPER PAC, INC",O,,,OTHER,,,,
C00756718,CAROLINA COMEBACK PAC,O,,,OTHER,,,,
C00756791,VOTEBLUE,O,13157.6,30197.83,OTHER,60394.0,0.0,1.0,DEM
C00756858,KEEP FL GREAT PAC,O,0.0,0.0,OTHER,,,,
C00756874,ALL THE FACTS PAC,O,0.0,0.0,OTHER,,,,
C00758011,VOTAR ES PODER PAC,O,840026.9,376547.63,OTHER,846418.0,219074.0,0.5887833977167356,BIPARTISAN
C00758086,UNITED AGAINST WHITE SUPREMACY,O,,,OTHER,,,,
C00758102,MOVE AHEAD USA,O,2408.2,975.0,OTHER,0.0,1950.0,1.0,REP
C00758193,OHIOANS FOR JUSTICE AND INTEGRITY,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00758292,"PATRIOTIC LEGAL IMMIGRANTS USA, INC.",O,333.77,0.0,OTHER,,,,
C00758326,TOGETHER WE WIN QC INC,O,1.08,0.0,OTHER,,,,
C00758441,WOMEN FOR A MORE CHRISTIAN AMERICA,O,0.0,0.0,OTHER,,,,
C00759332,THE DISABLED VETERANS COALITION PAC,O,14158.0,0.0,OTHER,,,,
C00759365,PATRIOTS FOR POLICE PAC,O,226.0,0.0,OTHER,,,,
C00759373,HELLFIGHTERS PAC,O,540.0,0.0,OTHER,,,,
C00759456,NATIONAL IMMIGRANT VICTORY FUND,O,0.0,0.0,OTHER,,,,
C00759597,WORKING PEOPLE RISING,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00759910,MARGINS PAC,O,0.0,0.0,OTHER,,,,
C00759936,AMERICANS FOR A CLEANER WORLD,O,0.0,0.0,OTHER,,,,
C00760801,THE TURNOUT PROJECT,O,752020.0,343571.97,OTHER,687130.0,0.0,1.0,DEM
C00760835,LOSERS AND SUCKERS VOTE,O,13000.0,0.0,OTHER,,,,
C00761064,API PA VOTES,O,3013240.55,788098.58,OTHER,2002482.0,94002.0,0.9103241427075046,DEM
C00761072,ONE APIA PAC,O,1180000.0,1158673.37,OTHER,2283942.0,0.0,1.0,DEM
C00761205,FREEDOM THROUGH TRUTH,O,0.0,0.0,OTHER,,,,
C00761213,AMERICAN DREAMS PAC,O,68724.57,0.0,OTHER,,,,
C00761973,RED AMERICA,O,,,OTHER,,,,
C00762377,PEACHTREE PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00762435,THE PEOPLE FOR THE REMOVAL OF JOE BIDEN PAC,O,0.0,0.0,OTHER,,,,
C00763391,ONWARD AMERICA,O,9856.76,0.0,OTHER,,,,
C00763409,ORGANIZING EMPOWERMENT PAC,O,4819606.59,1422489.25,OTHER,4584966.0,0.0,1.0,DEM
C00763433,GALEO IMPACT FUND PAC,O,5041.81,0.0,OTHER,,,,
C00763540,RED WAVE MAJORITY,O,0.0,0.0,OTHER,,,,
C00764522,GUN OWNERS ACTION FUND,O,0.0,0.0,OTHER,,,,
C00766154,DEFEAT SEDITIONISTS,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00766527,CARRY THE TORCH,O,0.0,0.0,OTHER,,,,
C00766659,NOVEMBER COALITION,O,1896444.38,309094.3,OTHER,612938.0,0.0,1.0,DEM
C00768929,OPERATION 147,O,28907.95,0.0,OTHER,,,,
C00769182,LIBERTY COOKIES,O,0.0,0.0,OTHER,,,,
C00769232,JEFFERSON RISING,O,18511970.98,5639747.74,OTHER,9342494.0,1937000.0,0.6565448769244436,BIPARTISAN
C00771329,AMERICA FIRST FUTURE,O,243.11,0.0,OTHER,,,,
C00771345,CONSERVATIVE ACTION FORCE,O,0.0,0.0,OTHER,,,,
C00771477,MAKE AMERICA GREAT AGAIN ACTION INC,O,1232803.7,1619957.69,OTHER,3239914.0,0.0,1.0,DEM
C00771642,AMERICAN FOCUS PAC,O,,,OTHER,,,,
C00771816,AMERICAN RESURGENCE,O,0.0,0.0,OTHER,,,,
C00772020,KENTUCKY FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00772079,DIGITAL LEADERSHIP FUND,O,250000.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00772152,ELECT PRINCIPLED VETERANS FUND (EPV FUND),O,6445131.0,3334317.33,OTHER,0.0,6491622.0,1.0,REP
C00772194,DEFEND THE AMERICAN DREAM PAC,O,37600.0,18826.3,OTHER,0.0,37650.0,1.0,REP
C00773788,SUPPORT OUR FIREFIGHTERS AND PARAMEDICS PAC,O,510773.64,123283.68,OTHER,127428.0,166200.0,0.13204462789652213,BIPARTISAN
C00774042,CIVIC DATA PAC,O,276500.0,0.0,OTHER,,,,
C00774125,NO SURRENDER NY,O,1454.46,0.0,OTHER,,,,
C00774257,HOOSIER HONOR,O,350000.0,111810.0,OTHER,0.0,223620.0,1.0,REP
C00774323,POLICE AND TROOPER SUPPORT PAC,O,1763009.8,25995.34,OTHER,0.0,72504.0,1.0,REP
C00774422,PUSH BACK PA,O,9659.0,0.0,OTHER,,,,
C00774596,ALASKA FIRST,O,0.0,0.0,OTHER,,,,
C00774661,CHARLES R DOWNS SUPER PAC,O,,,OTHER,,,,
C00774737,PATRIOTIC MAJORITY PAC,O,0.0,0.0,OTHER,,,,
C00776294,REPUBLICAN RESET PAC,O,0.0,0.0,OTHER,,,,
C00776385,SAVE MISSOURI VALUES,O,766001.0,0.0,OTHER,,,,
C00776419,THE PEOPLE UNITED PAC,O,211406.26,7805.0,OTHER,13888.0,0.0,1.0,DEM
C00776450,BUILDING A BETTER OHIO,O,,,OTHER,,,,
C00776799,IREP USA,O,0.0,0.0,OTHER,,,,
C00776823,GRASSROOTS ORGANIZING WINS (GROWPAC),O,11742.0,0.0,OTHER,,,,
C00777185,SAVING ARIZONA PAC,O,20446.72,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00777300,BEACHES ENVIRONMENTAL ACTION COMMITTEE (FOR) HOSPITALITY,O,,,OTHER,,,,
C00777334,LIBERTY CHAMPIONS,O,3038.0,0.0,OTHER,,,,
C00777359,INDEPENDENT RISING PAC,O,0.0,0.0,OTHER,,,,
C00818534,MONTANA FREEDOM PAC,O,0.0,0.0,OTHER,,,,
C00818674,POLITICIANS DEPENDENT ON ALL CITIZENS,O,5.0,0.0,OTHER,,,,
C00818849,TOGETHER FOR PROGRESS,O,0.0,0.0,OTHER,,,,
C00819136,TRUE DEMOCRATS ONLY PAC,O,1800.0,0.0,OTHER,,,,
C00812958,GRAND GATE PAC,O,,,OTHER,,,,
C00812990,OFFICAL FUND RAISING CAMPAIGN INC,O,,,OTHER,,,,
C00813006,"BETTER ACCESS TO CHIROPRACTIC PAC (CHIROPRACTIC FUTURE, LLC)",O,61949.14,20000.0,OTHER,0.0,40000.0,1.0,REP
C00813089,"FIGHT TO WIN AMERICA, INC.",O,85025.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00813113,AMERICAN LIBERTY FOUNDATION PAC,O,0.0,0.0,OTHER,,,,
C00813170,CHANGE FOR US ACTION FUND,O,54875.43,0.0,OTHER,,,,
C00813329,TAR HEEL CONSERVATIVES,O,0.0,0.0,OTHER,,,,
C00813543,BUILD AND PROTECT OK,O,15000.0,0.0,OTHER,,,,
C00813550,SAFEGUARDING OKLAHOMA VALUES PAC,O,0.0,0.0,OTHER,,,,
C00780536,WE THE PEOPLE,O,,,OTHER,,,,
C00780593,DIGITAL ECONOMY ALLIANCE INC,O,,,OTHER,,,,
C00780684,ADVANCING ARIZONA FORWARD,O,872.02,0.0,OTHER,,,,
C00780841,PRINCIPLED VETERANS FUND (PV FUND),O,2824884.47,572011.45,OTHER,1314014.0,0.0,1.0,DEM
C00780965,MEET IN THE MIDDLE FOR AMERICA,O,12922.83,0.0,OTHER,,,,
C00781476,CONGRESSIONAL PRO-LIFE PAC,O,46.69,0.0,OTHER,,,,
C00781690,MAGACOIN VICTORY FUND,O,0.0,0.0,OTHER,,,,
C00781708,NATIONAL FIREFIGHTERS COALITION,O,207.0,0.0,OTHER,,,,
C00783217,BLUE TO RED PAC INC.,O,50.0,0.0,OTHER,,,,
C00783670,"WE THE PEOPLE, REPRESENTED",O,0.0,0.0,OTHER,,,,
C00783860,PEOPLE AGAINST CORRUPTION PAC,O,,,OTHER,,,,
C00783969,FORWARD USA FEDERAL POLITICAL ACTION COMMITTEE,O,36032.89,0.0,OTHER,,,,
C00784025,RESIST THIS PAC,O,784607.01,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00784173,GET GEORGIA RIGHT PAC,O,0.0,0.0,OTHER,,,,
C00784488,BATTLE READY PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00819904,TRANSPARENCY IN POLITICS,O,,,OTHER,,,,
C00819987,NEVADA FOR FREEDOM,O,0.0,0.0,OTHER,,,,
C00820001,CONSERVATIVES FOR A STRONGER AMERICA,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00820068,CONSERVATIVE ACTION FOR AMERICA PAC,O,0.0,0.0,OTHER,,,,
C00820084,COMMON SENSE FOR CONNECTICUT,O,,,OTHER,,,,
C00820175,OUR HUDSON PAC,O,0.0,0.0,OTHER,,,,
C00820233,FUTURE REPUBLCIAN LEADERSHIP PAC,O,,,OTHER,,,,
C00820241,FAMILIES UNITED FOR FREEDOM,O,0.0,0.0,OTHER,,,,
C00820308,CONSERVATIVE AMERICANS PAC,O,0.0,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00820357,JOBS & PROSPERITY PAC,O,140000.0,108915.6,OTHER,0.0,217830.0,1.0,REP
C00820423,RUNRONRUN,O,,,OTHER,,,,
C00820522,FOR A BETTER ILLINOIS,O,,,OTHER,,,,
C00826966,ALASKA MARCH ON,O,6628.13,2337.28,OTHER,4636.0,0.0,1.0,DEM
C00827014,FAIRNESS FIRST,O,36015.68,0.0,OTHER,,,,
C00827030,CEDAR KEY PROGRESS,O,461786.52,306800.0,OTHER,135800.0,477800.0,0.5573663624511083,BIPARTISAN
C00827048,"AMERICAN RESOLVE PAC, INC.",O,,,OTHER,,,,
C00827097,AMERICAN CITIZENS PAC,O,0.0,0.0,OTHER,,,,
C00827113,RURAL AMERICA VOTES,O,,,OTHER,,,,
C00827188,SAVE AMERICA FUND,O,,,OTHER,,,,
C00827204,THE ROOSEVELT PAC,O,,,OTHER,,,,
C00827287,DAGA FEDERAL PAC,O,0.0,0.0,OTHER,,,,
C00827360,BACK THE BLUE VICTORY FUND,O,50.0,0.0,OTHER,,,,
C00827410,BLUEGRASS CONSERVATIVES PAC,O,0.0,0.0,OTHER,,,,
C00827444,THE AMERICAN DREAM,O,,,OTHER,,,,
C00827501,SAFER CITIES USA ACTION FUND,O,0.0,0.0,OTHER,,,,
C00827535,OREGON FOR PROGRESS PAC,O,0.0,0.0,OTHER,,,,
C00827543,NO LABELS 2024,O,2149475.49,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00827550,ABC PAC,O,0.0,0.0,OTHER,,,,
C00827576,WE'RE SICK OF IT,O,321.14,0.0,OTHER,,,,
C00827584,EVERY JOB IS ESSENTIAL PAC,O,0.0,0.0,OTHER,,,,
C00822775,BITCOIN FREEDOM PAC,O,537287.14,0.0,OTHER,0.0,0.0,,NON_PARTISAN
C00822841,OHIO VOTERS,O,0.0,0.0,OTHER,,,,
C00822866,MEGA RED PAC,O,,,OTHER,,,,
C00822932,PROGRESSIVE ERA PAC,O,2680084.32,0.0,OTHER,,,,
C00823047,LYMEPAC,O,,,OTHER,,,,
C00823096,TRUE AMERICANS PAC,O,0.0,0.0,OTHER,,,,
C00823138,1912 PAC,O,,,OTHER,,,,
C00823153,SHE BELIEVES PAC,O,938.0,0.0,OTHER,,,,
C00823161,RURAL ALLIANCE OF CONSERVATIVES,O,0.0,0.0,OTHER,,,,
C00823187,TOGETHER WE WILL PAC,O,0.0,0.0,OTHER,,,,
C00823203,CITIZENS FOR VIRGINIA,O,,,OTHER,,,,
C00823237,MARIJUANA FOR AMERICA,O,38.4,0.0,OTHER,,,,
C00823344,53 PEAKS,O,0.0,0.0,OTHER,,,,
C00786095,CLEVELAND FOR ALL,O,0.0,0.0,OTHER,,,,
